id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127
11,687.9,461.3,691.8,607.1,875.4,777.8,1007.7,614.5,833.4,750.5,1022.9,731.2,980.7,883.0,1107.9,682.8,935.1,880.1,1134.9,741.6,1007.8,871.9,1150.5,710.1,922.7,856.2,1138.3,740.6,960.9,907.6,1183.3,773.4,1019.9,931.3,1193.4,814.1,1039.4,962.7,1219.8,826.7,1044.1,957.7,1244.2,874.2,1131.3,995.3,1246.4,741.5,986.4,1002.0,1215.1,793.4,1060.3,996.0,1216.0,797.9,1078.6,971.3,1256.6,838.7,1117.7,986.1,1274.8,778.7,1003.5,943.3,1217.7,793.7,1034.6,935.9,1240.1,814.4,1046.3,947.7,1239.8,837.0,1064.3,966.7,1236.8,826.0,1101.5,1007.6,1275.6,923.0,1147.3,1048.8,1361.7,967.2,1164.7,1059.1,1348.2,981.0,1205.0,1120.3,1370.5,840.9,1086.0,1015.0,1273.9,888.8,1093.0,1024.7,1322.7,872.0,1113.9,1009.6,1262.0,918.2,1153.7,1087.2,1331.6,845.8,1093.7,1035.7,1332.8,926.1,1156.8,1048.2,1297.5,914.3,1162.8,1072.9,1310.8,1007.3,1203.7,1113.8,1401.2,852.1
12,745.9,478.5,723.8,554.8,843.3,604.5,866.5,559.5,811.3,643.4,878.5,889.3,1174.7,926.1,1225.1,735.7,1008.2,810.1,1057.7,878.4,1144.8,918.2,1219.0,761.7,975.8,784.6,1042.4,871.3,1132.1,988.9,1225.1,830.5,1073.4,911.2,1138.4,931.8,1209.6,1028.7,1336.1,901.5,1108.6,953.1,1190.1,1020.8,1297.8,1097.2,1361.3,826.1,1062.9,906.5,1133.3,942.0,1259.7,1045.2,1295.1,872.2,1126.4,901.9,1145.6,983.0,1293.1,1063.1,1345.0,842.0,1069.8,872.3,1146.5,942.4,1253.8,1039.5,1340.3,858.2,1137.9,912.1,1138.7,992.3,1268.8,1076.1,1367.0,903.1,1184.8,984.5,1260.5,1047.2,1321.0,1130.1,1463.2,980.4,1228.4,1034.8,1260.3,1110.8,1370.2,1139.5,1427.4,861.0,1141.1,934.3,1218.5,1038.9,1318.3,1467.2,1395.8,921.2,1166.6,976.1,1221.6,1036.7,1363.3,1117.8,1418.7,929.2,1175.0,1016.9,1216.8,1046.8,1314.0,1125.6,1425.4,965.2,1200.0,1002.9,1282.3,1104.4,1416.1,1143.2,1449.6,881.0
13,729.8,470.0,728.1,547.5,837.8,584.6,830.8,536.4,808.3,587.3,849.0,653.8,894.8,690.5,961.2,621.7,913.0,665.6,917.1,635.2,925.7,687.3,925.8,605.2,891.9,645.7,910.1,666.8,929.5,704.9,966.1,690.2,976.0,716.1,1011.9,713.2,1003.4,763.0,1058.4,752.2,1000.1,766.7,1034.6,765.7,1042.4,778.1,1055.1,712.4,978.0,735.2,1004.9,699.9,976.5,782.1,1031.3,716.5,989.9,749.3,1043.9,757.7,1059.8,780.8,1046.5,697.4,991.3,727.9,993.3,693.5,980.6,785.8,1042.0,718.7,978.0,748.0,1038.9,747.6,1034.7,790.5,1067.7,823.6,1069.3,815.5,1108.8,825.7,1110.8,912.1,1493.8,839.4,1139.4,882.6,1134.6,892.9,1142.8,917.6,1156.4,745.4,1061.0,792.0,1049.4,781.7,1052.3,826.6,1108.2,798.7,1091.7,881.2,1383.8,841.2,1113.2,869.0,1168.7,803.0,1080.9,829.0,1110.6,825.9,1097.1,885.9,1159.5,855.6,1124.0,880.7,1154.5,889.9,1180.8,891.9,1168.4,772.0
14,768.5,468.7,762.1,563.6,832.4,605.1,849.8,544.3,873.8,612.1,865.4,633.0,944.8,709.6,940.4,613.5,919.7,686.1,920.0,662.1,930.9,667.7,967.4,624.2,880.7,656.2,939.9,635.4,942.7,719.3,990.8,695.6,971.5,710.6,1306.0,717.4,993.2,763.2,1067.2,716.5,993.7,773.8,1024.6,776.9,1074.3,788.7,1081.7,695.3,998.2,729.1,1018.9,727.8,1028.1,798.2,1052.9,715.8,1005.3,758.4,1013.9,790.6,1071.0,791.4,1082.1,706.5,1023.1,743.2,1043.3,707.2,989.6,787.2,1038.1,706.3,966.3,739.6,1052.8,763.5,1039.2,791.1,1071.7,824.6,1133.9,834.3,1091.7,826.1,1115.6,902.9,1186.9,850.5,1118.0,916.0,1194.6,877.7,1146.4,922.3,1187.8,749.9,1347.2,808.4,1087.0,781.9,1075.8,820.5,1131.4,827.2,1069.8,850.2,1121.4,845.6,1123.8,878.5,1151.6,805.2,1107.4,814.3,1113.3,818.7,1100.9,911.1,1186.4,836.7,1109.8,872.7,1165.8,858.3,1167.7,932.7,1210.0,757.6
15,784.2,488.7,820.5,613.3,906.2,706.0,945.5,608.7,947.9,676.9,979.8,911.2,1201.3,972.6,1305.6,778.3,1089.3,831.9,1104.5,910.0,1248.7,1008.5,1309.1,759.6,1073.8,831.7,1104.8,936.0,1272.4,985.0,1323.2,874.2,1189.7,907.1,1217.4,996.0,1311.7,1083.5,1396.6,902.6,1172.3,948.6,1278.5,1044.4,1359.5,1117.1,1438.8,876.4,1170.9,932.8,1190.4,995.5,1337.8,1107.8,1392.9,919.8,1213.3,964.8,1267.7,1043.8,1362.2,1111.1,1444.4,869.6,1163.4,935.8,1213.1,1017.6,1324.4,1066.2,1438.2,921.5,1215.9,949.7,1218.1,1055.2,1396.0,1131.8,1443.6,985.0,1271.8,1336.1,1324.8,1089.7,1417.1,1184.9,1517.4,1015.0,1299.0,1054.4,1332.5,1162.2,1495.4,1253.3,1526.6,917.3,1226.8,989.9,1285.4,1080.7,1402.1,1138.5,1458.5,983.5,1248.2,1032.2,1276.0,1080.3,1398.1,1170.4,1516.8,983.7,1256.5,1036.8,1343.7,1073.3,1401.4,1183.7,1524.1,1004.9,1278.1,1060.6,1358.2,1143.3,1482.2,1229.5,1522.1,910.1
16,834.6,500.2,835.8,672.0,971.9,816.1,1145.6,691.0,1016.3,837.9,1163.9,813.5,1131.7,940.7,1282.6,786.1,1100.0,903.6,1263.9,795.2,1112.2,962.2,1272.8,758.3,1085.5,911.6,1261.1,839.5,1166.3,950.8,1316.6,820.6,1133.5,973.8,1354.0,902.6,1168.0,1013.9,1359.4,860.7,1172.2,1029.0,1371.5,918.6,1235.0,1046.9,1385.9,849.2,1127.1,958.3,1315.8,874.7,1209.8,1027.3,1330.2,889.4,1168.9,1072.9,1372.2,965.3,1234.5,1049.8,1418.9,808.1,1156.7,1017.4,1330.4,888.0,1204.4,1023.9,1338.7,884.3,1185.3,1025.1,1402.4,918.9,1207.8,1031.4,1383.6,934.5,1277.6,1142.1,1428.4,964.4,1288.0,1066.5,1449.2,984.2,1286.3,1170.6,1461.1,1003.7,1385.1,1156.0,1500.4,887.0,1234.9,1070.3,1393.5,944.8,1263.3,1046.8,1389.0,969.0,1220.9,1104.4,1421.0,1038.6,1286.1,1126.4,1468.0,939.7,1276.8,1086.4,1456.3,963.4,1314.5,1087.4,1447.5,1003.5,1300.1,1151.9,1503.5,1065.0,1384.6,1134.1,1498.5,881.4
17,892.7,538.5,884.4,667.3,1025.0,805.0,1153.4,668.6,1022.3,825.3,1145.2,860.2,1201.9,1024.7,1350.9,781.7,1135.0,906.4,1242.2,864.0,1183.1,1000.6,1345.3,823.2,1167.9,913.9,1272.5,869.0,1208.1,974.8,1313.1,975.3,1294.9,1070.5,1431.5,1030.2,1376.4,1178.4,1480.7,1102.3,1481.7,1230.3,1591.8,1177.8,1533.3,1308.9,1660.5,997.2,1325.2,1077.4,1467.0,1044.8,1355.8,1145.8,1485.8,1151.7,1478.2,1250.0,1620.9,1200.5,1533.0,1324.1,1681.1,969.2,1299.1,1115.4,1427.8,1046.4,1354.4,1175.4,1483.4,1128.2,1476.8,1235.4,1617.4,1172.9,1558.8,1297.1,1690.8,1112.8,1437.3,1234.5,1531.4,1196.1,1506.1,1323.6,1636.5,1226.2,1894.8,1356.8,1709.1,1346.9,1705.1,1433.9,1800.7,1060.8,1415.4,1211.5,1518.3,1129.1,1472.2,1291.4,1582.3,1210.7,1568.3,1324.7,1716.1,1269.7,1613.1,1393.2,1773.4,1061.8,1427.5,1187.8,1574.7,1214.4,1515.4,1301.0,1606.4,1286.7,1646.5,1331.3,1738.1,1315.0,1692.2,1472.9,1811.2,1050.6
18,901.3,540.6,898.0,705.7,1075.7,872.7,1219.5,711.5,1057.7,858.2,1227.6,864.7,1182.8,1000.7,1339.4,778.7,1158.1,956.5,1320.7,833.3,1174.4,951.7,1351.1,1120.4,1151.3,937.6,1327.0,828.7,1196.8,983.5,1328.1,856.3,1200.5,1058.3,1395.9,941.3,1272.4,1043.7,1408.4,909.2,1290.0,1021.8,1440.1,968.9,1307.6,1053.8,1427.2,859.8,1214.6,1062.2,1415.9,924.7,1259.0,1075.7,1399.9,904.2,1248.5,1037.7,1436.1,946.6,1295.8,1084.9,1444.8,845.6,1215.4,1014.2,1390.1,917.1,1283.5,1054.5,1419.6,934.6,1266.2,1073.3,1413.8,963.0,1312.7,1052.0,1426.4,946.6,1297.7,1153.7,1493.0,1007.5,1336.6,1160.1,1550.4,1024.7,1375.6,1161.5,1564.8,1066.3,1435.5,1187.9,1562.3,942.6,1302.6,1088.4,1470.0,980.2,1330.5,1088.9,1463.8,954.6,1335.8,1120.9,1508.3,1035.4,1363.3,1139.8,1531.5,964.6,1315.8,1110.9,1541.5,1006.4,1364.7,1141.5,1507.5,1019.4,1370.0,1162.9,1531.5,1077.1,1419.8,1236.4,1588.4,940.7
19,946.0,576.8,918.3,651.1,1044.2,753.7,1086.2,668.2,1031.7,744.1,1089.3,996.4,1399.0,1039.6,1413.7,850.2,1212.3,913.7,1274.8,1002.4,1377.8,1043.1,1456.5,840.4,1230.6,902.1,1261.7,953.7,1362.2,1061.4,1407.6,918.5,1305.4,988.0,1343.3,1072.8,1435.6,1147.2,1522.0,968.8,1343.0,1037.9,1396.6,1140.4,1499.5,1206.6,1567.0,919.6,1293.6,975.6,1365.4,1087.9,1455.4,1135.3,1503.6,950.7,1351.0,1019.4,1375.9,1124.6,1479.9,1150.4,1573.6,904.1,1286.7,1004.9,1345.2,1069.0,1452.4,1159.7,1537.7,952.9,1333.3,999.7,1372.2,1134.7,1526.6,1173.9,1532.4,1020.7,1374.4,1087.2,1476.3,1129.7,1531.3,1216.6,1662.4,1076.4,1444.0,1126.1,1519.1,1216.1,1593.7,1237.1,1669.1,984.7,1327.1,1055.7,1413.0,1149.1,1530.1,1208.4,1605.8,1029.2,1445.3,1097.9,1445.6,1173.2,1517.1,1247.8,1608.9,1046.6,1388.7,1089.7,1455.2,1146.9,1555.1,1253.2,1652.4,1097.9,1421.9,1135.9,1454.7,1226.4,1589.2,1266.2,1648.1,993.6
20,975.2,569.5,934.6,656.2,1028.9,690.7,1052.4,643.5,1059.5,675.8,1059.6,773.3,1126.5,781.4,1154.3,722.6,1120.8,788.8,1148.0,773.1,1177.2,780.8,1161.3,726.0,1093.5,734.2,1136.1,734.3,1136.4,786.5,1148.0,811.7,1225.9,803.8,1181.2,799.7,1210.4,866.9,1251.9,846.1,1205.8,859.6,1245.1,865.1,1261.1,901.7,1287.9,801.3,1181.1,809.7,1192.7,817.6,1227.7,897.0,1231.4,816.9,1216.1,829.5,1232.3,871.8,1235.6,916.0,1289.8,788.1,1175.9,831.7,1188.9,838.9,1205.0,862.8,1279.0,823.9,1185.8,872.1,1267.5,873.1,1287.0,898.2,1275.8,914.8,1282.5,927.4,1306.5,970.1,1308.4,1001.9,1387.2,930.5,1328.3,973.3,1375.2,984.2,1347.1,992.2,1366.1,886.5,1263.6,904.9,1263.5,886.7,1314.1,938.6,1334.8,910.9,1312.0,943.1,1301.4,953.1,1317.7,969.9,1386.3,920.6,1579.6,944.4,1320.7,916.0,1331.5,967.5,1373.9,940.7,1370.1,981.1,1359.3,971.4,1362.3,998.9,1452.0,867.9
21,1026.5,574.9,997.4,652.1,1074.0,677.5,1137.1,652.3,1048.8,727.9,1081.6,774.6,1202.6,779.3,1183.8,718.3,1124.9,749.3,1157.4,755.2,1154.5,798.7,1196.3,699.7,1118.0,752.5,1145.6,728.2,1153.2,790.8,1191.7,812.3,1218.6,820.3,1247.7,810.6,1241.9,869.2,1282.5,843.0,1214.5,861.7,1254.8,882.9,1249.8,906.8,1317.5,820.8,1207.5,817.3,1228.8,809.3,1198.7,886.3,1243.0,815.2,1215.6,829.0,1266.2,885.2,1251.1,916.2,1303.4,789.7,1244.8,843.2,1211.5,821.3,1209.7,858.2,1266.1,813.0,1229.0,850.3,1266.4,876.0,1265.3,888.2,1280.6,934.7,1322.4,942.1,1314.6,937.6,1311.0,1010.1,1401.7,953.7,1348.8,1024.7,1408.3,983.7,1369.3,1293.8,1376.8,891.6,1312.2,916.4,1325.3,898.2,1301.1,956.0,1341.5,923.7,1298.3,936.2,1341.6,952.7,1326.9,991.8,1393.7,907.2,1342.3,1202.7,1331.1,930.1,1341.8,1005.1,1396.1,938.1,1371.2,974.2,1389.4,1023.0,1374.9,1002.7,1427.5,886.8
22,1021.3,609.3,1009.3,731.8,1138.5,794.4,1193.2,697.8,1113.2,814.0,1183.4,1010.1,1463.3,1088.5,1552.4,866.0,1290.2,926.8,1342.0,1016.4,1460.0,1067.8,1524.5,874.9,1286.4,971.4,1381.2,1007.6,1449.3,1150.5,1516.6,952.5,1400.5,1032.8,1441.8,1067.6,1524.5,1157.7,1631.1,989.6,1422.7,1064.3,1464.3,1124.4,1579.6,1239.4,1661.1,990.5,1382.1,1027.9,1450.5,1091.0,1547.9,1177.7,1620.5,1006.3,1424.8,1045.7,1795.5,1121.0,1613.5,1235.4,1676.2,949.5,1395.4,1045.4,1437.0,1098.6,1559.9,1189.4,1636.1,987.8,1433.9,1087.4,1491.2,1127.2,1563.9,1203.2,1638.3,1086.4,1506.2,1122.3,1515.6,1163.8,1611.3,1301.7,1762.0,1089.7,1525.7,1168.9,1562.2,1263.4,1677.8,1317.1,1717.2,1036.6,1460.6,1091.7,1519.6,1156.6,1580.1,1277.5,1674.7,1104.9,1476.5,1112.4,1535.1,1212.8,1610.6,1288.6,1751.2,1058.2,1497.4,1124.6,1539.1,1166.6,1626.2,1305.8,1735.5,1098.3,1530.4,1173.2,1533.5,1252.5,1663.8,1346.8,1787.6,1046.2
23,1041.8,620.2,1039.1,783.1,1202.1,930.1,1371.7,804.4,1197.5,913.4,1355.2,933.0,1344.7,1048.4,1539.7,865.1,1294.6,999.1,1457.9,938.8,1351.3,1088.6,1513.1,880.7,1312.7,1025.1,1512.2,891.2,1360.2,1050.9,1498.8,926.8,1397.7,1082.2,1580.3,1002.8,1407.1,1150.1,1568.4,989.3,1385.1,1098.5,1586.2,1021.9,1422.1,1130.6,1584.4,951.2,1367.9,1077.2,1580.1,973.0,1411.1,1096.2,1548.5,967.6,1407.7,1099.7,1617.2,1374.4,1437.3,1133.4,1596.7,918.2,1351.3,1108.1,1552.1,966.4,1424.6,1148.4,1568.6,955.6,1394.6,1145.1,1597.7,999.3,1440.3,1153.2,1590.7,1040.3,1475.4,1182.7,1662.5,1099.0,1487.0,1179.7,1653.6,1097.9,1564.9,1224.2,1678.5,1143.6,1572.4,1250.6,1699.7,1004.4,1457.0,1163.6,1627.8,1036.7,1506.5,1178.7,1619.6,1023.8,1761.5,1187.7,1643.2,1093.0,1532.1,1233.6,1688.5,1042.6,1478.8,1197.9,1665.9,1109.0,1514.0,1200.6,1647.4,1122.7,1542.4,1234.8,1705.8,1112.9,1580.8,1259.1,1703.5,1030.4
24,1107.2,621.6,1420.1,764.0,1240.4,911.1,1363.5,777.5,1258.8,908.2,1335.7,975.4,1395.1,1107.6,1548.7,879.8,1343.1,1028.6,1448.4,996.2,1388.4,1106.4,1543.6,906.4,1361.9,1014.4,1511.0,957.7,1401.9,1092.6,1545.4,1079.2,1545.3,1199.0,1671.7,1157.6,1903.1,1272.7,1703.0,1226.6,1691.2,1359.7,1842.9,1314.7,1720.6,1416.4,1880.8,1075.9,1550.5,1231.0,1657.6,1151.0,1577.2,1269.0,1697.9,1237.5,1680.4,1373.2,1809.0,1309.5,1723.4,1435.2,1917.9,1066.1,1522.9,1197.7,1689.6,1156.8,1569.1,1241.4,2018.6,1199.1,1690.5,1323.1,1859.4,1274.2,1745.2,1395.1,1890.6,1187.7,1634.5,1299.7,1772.9,1289.0,1720.2,1383.2,1803.2,1340.6,1830.0,1452.9,1942.1,1422.1,1933.8,1531.6,1984.2,1153.3,1629.6,1286.3,1735.8,1227.9,1696.9,1348.9,1822.2,1312.4,1795.7,1733.8,1920.7,1372.2,1837.4,1502.6,1985.3,1218.8,1638.2,1285.5,1808.4,1271.1,1719.7,1384.6,1833.5,1353.2,1828.5,1499.5,1945.0,1435.1,1918.8,1564.6,2019.2,1168.6
25,1104.9,646.7,1112.7,795.2,1268.1,995.6,1453.7,806.9,1281.9,931.2,1426.4,942.0,1411.5,1067.8,1555.2,893.3,1365.9,1065.1,1520.6,942.0,1414.7,1076.9,1567.4,897.2,1381.3,1082.4,1568.4,914.4,1424.6,1092.8,1594.9,947.8,1447.7,1121.1,1604.0,998.8,1496.6,1175.0,1636.1,995.9,1485.1,1173.4,1652.4,1059.1,1506.0,1196.0,1624.9,960.8,1429.2,1121.7,1619.2,990.9,1476.9,1164.8,1626.2,1005.5,1476.9,1174.8,1661.4,1035.6,1549.8,1178.3,1650.4,959.0,1427.6,1159.5,1609.5,998.6,1455.4,1171.0,1640.8,1329.2,1479.8,1143.3,1648.5,1040.7,1528.3,1134.2,1682.4,1070.7,1521.7,1225.1,1759.0,1113.5,1593.6,1568.4,1732.7,1105.1,1584.9,1241.7,1759.7,1178.5,1666.6,1282.0,1768.0,1072.8,1532.7,1229.8,1686.2,1064.2,1524.4,1218.3,1694.0,1060.3,1533.4,1191.3,1702.0,1118.2,1610.5,1248.0,1790.5,1046.0,1532.0,1212.6,1715.6,1122.7,1559.0,1221.5,1772.6,1120.7,1590.1,1283.1,1743.2,1187.1,1645.5,1297.6,1843.4,1059.4
26,1122.3,653.4,1124.6,762.3,1247.7,847.4,1339.4,744.4,1562.3,846.1,1283.8,1089.6,1587.4,1176.0,1654.3,926.7,1425.2,1000.7,1479.4,1072.5,1582.7,1153.6,1688.9,943.2,1447.4,1025.9,1500.9,1070.6,1597.6,1152.1,1656.1,1027.3,1518.9,1123.2,1567.6,1178.5,1652.2,1263.9,1776.5,1094.6,1572.2,1123.1,1595.1,1213.3,1731.2,1251.9,1787.3,1036.3,1501.3,1114.8,1607.3,1184.1,1671.2,1241.5,1741.2,1064.3,1536.8,1133.5,1586.0,1216.7,1734.9,1252.7,1771.5,1017.4,1503.8,1075.4,1575.7,1162.5,1643.1,1251.3,1735.5,1064.4,1537.7,1161.7,1888.8,1220.4,1711.5,1260.4,1756.7,1138.2,1613.7,1190.8,1669.1,1285.0,1768.8,1321.7,1852.4,1185.1,1682.5,1256.5,1694.2,1318.9,1787.7,1354.1,1844.7,1080.5,1581.3,1169.2,1634.6,1223.0,1730.4,1302.7,1796.4,1136.3,1583.5,1192.5,1645.9,1249.2,1760.5,1288.8,1842.0,1125.3,1628.5,1221.1,1666.2,1241.0,1755.6,1317.5,1846.6,1180.7,1657.9,1229.5,1688.4,1305.0,1823.2,1349.5,1870.7,1074.8
27,1181.8,681.5,1204.4,755.6,1235.7,822.9,1298.6,746.1,1283.2,789.1,1251.6,858.3,1372.7,898.8,1394.1,812.2,1328.2,891.7,1350.7,841.8,1372.5,912.0,1389.2,852.8,1335.0,860.7,1358.3,843.9,1371.6,904.6,1375.8,888.4,1400.5,925.1,1434.3,913.0,1440.2,973.3,1470.2,930.9,1433.3,1258.1,1482.5,1000.7,1476.6,1011.5,1492.0,916.6,1399.3,909.4,1403.8,932.0,1427.8,951.3,1482.2,929.2,1441.3,974.2,1427.6,947.4,1464.3,993.8,1517.2,913.7,1430.3,942.9,1449.5,931.9,1426.0,968.7,1498.2,941.6,1405.6,948.6,1446.5,969.7,1525.8,1029.7,1528.9,1017.4,1506.6,1009.3,1534.3,1051.9,1591.5,1084.6,1579.3,1031.8,1540.6,1096.8,1601.0,1094.2,1583.4,1093.7,1610.7,1003.8,1457.5,1007.5,1490.1,972.2,1492.9,1051.4,1545.1,984.1,1495.6,1034.5,1521.0,1050.3,1550.8,1088.5,1567.6,1015.1,1501.5,1017.7,1524.5,1039.0,1519.9,1102.1,1595.8,1025.5,1569.1,1078.1,1601.2,1083.8,1598.2,1101.0,1595.2,987.8
28,1235.2,687.6,1208.9,760.0,1301.5,801.9,1315.0,754.3,1274.8,777.6,1310.2,844.9,1382.2,879.4,1404.2,1116.6,1339.5,871.6,1390.6,830.2,1379.1,886.6,1395.9,835.2,1343.0,864.7,1392.8,866.9,1382.6,879.7,1394.5,904.6,1432.4,901.4,1467.6,909.8,1485.1,975.7,1503.3,905.8,1435.0,983.9,1465.2,1000.6,1501.7,1008.5,1517.6,928.0,1407.1,916.9,1416.8,918.3,1435.4,973.6,1488.0,926.1,1457.5,961.2,1447.3,977.0,1505.9,1022.6,1540.6,906.3,1444.5,923.4,1456.0,933.1,1429.8,956.7,1503.0,961.5,1431.4,939.2,1486.1,974.3,1523.3,1015.8,1517.7,1032.0,1557.5,1055.0,1563.7,1065.2,1540.3,1119.3,1619.0,1065.3,1578.7,1119.4,1615.7,1094.1,1595.8,1114.7,1601.7,990.6,1478.9,993.0,1497.5,972.3,1513.7,1104.4,1573.3,999.1,1512.4,1061.0,1529.5,1045.5,1568.8,1090.1,1599.3,1012.9,1528.1,1058.2,1548.1,1060.2,1547.6,1087.9,1629.6,1077.6,1620.4,1147.8,1630.9,1080.1,1583.6,1099.5,1659.8,998.2
29,1238.9,697.2,1252.5,801.4,1340.6,911.8,1394.3,808.4,1335.4,865.4,1439.6,1101.7,1653.0,1193.9,1756.6,978.6,1551.1,1064.5,1558.4,1091.0,1657.6,1191.2,1755.7,980.7,1500.3,1034.3,1578.6,1108.8,1660.9,1187.3,1724.0,1062.8,1596.9,1134.0,1654.4,1194.0,1779.9,1292.5,1873.9,1100.2,1659.4,1160.4,1675.8,1214.3,1837.4,1327.4,1892.3,1077.9,1594.8,1128.8,1634.8,1201.1,1745.6,1292.7,1833.7,1106.7,1638.6,1149.2,1674.3,1229.2,1819.5,1326.9,1886.5,1053.6,1644.5,1130.1,1652.1,1184.0,1756.9,1290.9,1824.1,1143.0,1639.5,1175.1,1702.7,1239.5,1789.1,1307.8,1865.1,1157.9,1727.3,1249.9,1749.7,1293.2,1841.5,1381.4,1962.5,1215.4,1751.4,1247.5,1766.2,1338.2,1916.3,1422.6,1962.6,1134.1,1674.7,1203.1,1702.3,1246.7,1813.1,1367.3,1937.1,1188.1,1699.3,1206.0,1752.8,1291.4,1833.8,1397.5,1936.2,1200.3,1673.6,1224.1,1776.2,1276.4,1855.3,1445.1,1974.8,1222.8,1732.3,1246.9,1816.2,1357.1,1896.5,1413.3,1967.7,1146.4
30,1273.0,730.3,1284.0,870.9,1441.4,1028.1,1588.5,888.6,1420.4,1017.4,1626.3,1022.2,1573.1,1151.3,1767.4,965.1,1532.0,1158.4,1699.0,1046.0,1585.6,1145.0,1708.8,988.3,1514.9,1134.1,1686.6,1018.4,1599.0,1158.9,1719.0,1039.4,1620.6,1198.5,1784.6,1096.9,1644.5,1179.9,1805.9,1082.8,1620.2,1237.7,1835.7,1164.8,1666.1,1240.4,1813.2,1039.7,1592.8,1181.8,1775.9,1084.7,1645.2,1184.8,1788.1,1095.6,1613.6,1222.8,1802.0,1097.4,1677.8,1250.0,1824.9,1038.7,1605.4,1214.2,1768.5,1095.8,1630.8,1210.3,1784.0,1073.7,1622.3,1230.8,1785.9,1112.2,1682.1,1207.8,1815.8,1143.5,1695.0,1286.2,1880.9,1180.9,1721.7,1299.3,1884.0,1205.3,1730.5,1319.4,1915.0,1205.9,1786.8,1354.5,1943.6,1128.9,1667.3,1273.6,1822.1,1127.3,1685.3,1260.2,1860.9,1108.4,1704.6,1302.3,1849.5,1184.3,1721.7,1335.5,1927.1,1165.2,1675.5,1327.0,1873.9,1168.9,1729.8,1340.3,1891.0,1197.4,1748.9,1327.6,1908.4,1245.4,1793.7,1318.9,1946.9,1583.7
31,1304.4,726.4,1280.3,875.3,1464.3,1001.3,1570.1,897.2,1426.7,1014.7,1558.0,1109.2,1617.8,1196.0,1746.7,1007.2,1577.8,1128.3,1695.3,1054.2,1653.9,1189.5,2102.2,1011.6,1574.2,1121.6,1709.8,1079.8,1621.8,1480.2,1758.9,1167.4,1754.8,1297.5,1867.8,1236.3,1808.3,1375.8,1936.1,1305.4,1943.2,1438.6,2022.6,1387.6,1981.7,1502.8,2087.9,1178.8,1732.8,1305.9,1882.1,1234.9,1802.7,1363.9,1949.6,1312.1,1893.3,1442.5,2048.3,1397.0,1985.2,1521.2,2135.9,1182.7,1745.1,1292.6,1866.2,1264.3,1838.1,1371.1,1926.1,1323.9,1901.5,1455.0,2035.9,1407.8,1989.2,1522.3,2097.4,1272.2,1867.2,1394.1,2009.0,1404.4,1971.8,1496.6,2047.1,1434.5,2043.3,1538.0,2139.7,1520.8,2113.8,1653.5,2230.7,1277.4,1828.5,1410.3,1957.1,1345.0,1905.4,1463.9,2055.6,1422.5,1982.5,1540.3,2129.0,1481.1,2060.6,1610.4,2215.1,1309.2,1868.4,1407.0,1984.0,1406.4,1937.5,1498.7,2087.6,1434.3,2039.2,1559.5,2154.2,1557.7,2123.1,1623.1,2227.6,1286.0
32,1321.9,759.0,1309.6,899.1,1543.9,1060.4,1682.3,916.7,1495.6,1051.0,1651.3,1048.2,1627.7,1156.3,1777.5,1006.4,1570.9,1173.8,1810.0,1024.3,1624.1,1155.7,1785.8,990.9,1600.9,1162.2,1777.9,1055.6,1606.2,1209.6,1791.3,1055.9,1650.1,1215.1,1845.3,1143.2,1713.5,1232.9,1868.2,1102.5,1689.7,1261.1,1878.5,1153.6,1722.7,1245.1,1858.7,1068.9,1661.3,1245.5,1817.2,1088.0,1671.3,1231.2,1861.4,1126.1,1694.8,1256.1,1870.1,1169.9,1746.3,1271.6,1897.7,1058.5,1657.6,1247.7,1870.8,1122.7,1708.2,1254.7,1854.0,1099.5,1660.6,1246.0,1854.2,1174.9,1722.1,1242.2,1862.3,1140.8,1739.8,1301.7,1929.4,1243.9,1798.8,1340.0,1995.6,1224.3,1791.9,1333.5,1968.2,1262.7,1823.1,1406.7,1994.5,1175.6,1715.0,1651.3,1904.9,1174.2,1796.2,1302.8,1926.5,1215.2,1755.2,1341.2,1930.9,1229.0,1854.0,1369.8,1963.1,1171.0,1751.3,1330.6,1920.4,1227.6,2074.9,1667.4,1987.2,1205.5,1780.7,1353.7,1983.2,1299.4,1867.6,1393.1,2007.2,1164.0
