id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127
33,1353.4,750.3,1339.1,867.7,1493.3,941.2,1550.7,872.3,1487.8,943.9,1537.9,1192.9,1797.0,1272.7,1890.0,1036.6,1647.8,1129.4,1692.8,1168.2,1793.5,1297.4,1865.1,1048.1,1661.8,1103.0,1705.4,1184.8,1812.2,1276.3,1874.2,1103.5,1727.4,1197.1,1830.3,1254.1,1859.7,1352.4,1952.3,1204.2,1777.0,1204.0,1794.1,1315.0,1941.3,1341.7,1993.8,1127.3,1726.4,1190.2,1786.8,1245.8,1876.8,1340.4,1969.6,1178.7,1750.0,1215.7,1836.1,1301.0,1938.7,1359.5,2044.2,1137.6,1765.2,1219.2,1814.9,1250.7,1867.3,1364.0,1954.7,1185.6,1787.0,1215.0,1811.1,1288.6,1943.7,1358.6,2015.6,1264.8,1802.3,1266.3,1895.5,1368.6,2001.9,1426.0,2100.6,1270.5,1885.6,1305.3,1908.0,1395.9,2016.3,1465.2,2070.7,1179.6,1797.9,1267.3,1853.9,1339.1,1936.6,1412.9,2058.6,1237.7,1831.1,1320.1,1867.6,1379.4,1983.7,1441.5,2094.2,1225.5,1825.8,1307.4,1897.8,1380.5,1993.4,1475.2,2125.4,1273.5,1884.3,1320.4,1968.1,1405.1,2025.7,1466.0,2126.7,1181.1
34,1378.5,777.8,1379.1,837.8,1460.4,896.1,1544.7,864.8,1496.0,881.4,1491.2,946.3,1581.8,1000.7,1600.8,933.5,1532.1,952.1,1588.9,938.5,1562.1,1017.7,1616.7,929.3,1565.7,961.9,1570.9,963.8,1588.0,1003.5,1601.0,1035.1,1648.1,1050.7,1643.3,1027.9,1651.3,1080.9,1684.0,1039.1,1643.3,1049.5,1661.6,1074.6,1702.7,1097.4,1699.9,1010.0,1623.6,1021.4,1643.8,1024.0,1625.2,1121.3,1681.8,1018.1,1628.0,1056.4,1658.2,1076.9,1716.9,1087.4,1722.1,1009.5,1596.4,1010.3,1620.2,1010.1,1626.0,1071.9,1688.5,1019.0,1653.5,1047.5,1687.3,1054.6,1691.2,1114.5,1710.3,1105.7,1732.1,1104.2,1771.8,1139.3,1760.1,1186.8,1812.0,1172.1,1824.4,1180.5,1787.1,1198.2,1802.1,1241.7,1799.0,1065.1,1696.9,1121.9,1747.7,1096.2,1714.1,1133.5,1773.6,1096.0,1739.2,1132.2,1744.9,1152.8,1787.2,1172.8,1803.5,1139.8,1752.4,1120.4,1723.5,1121.4,1741.3,1203.7,1835.3,1545.1,1755.8,1187.6,1832.0,1199.2,1815.1,1210.9,1814.2,1091.5
35,1405.6,804.9,1405.3,851.4,1473.5,909.3,1544.6,869.6,1473.6,897.6,1512.1,963.8,1608.9,991.4,1634.9,940.3,1577.9,947.4,1596.8,937.1,1909.6,1026.9,1634.1,928.1,1574.1,981.0,1603.3,965.6,1610.1,991.6,1622.6,1002.7,1629.8,1027.6,1674.6,1017.7,1662.5,1087.3,1717.3,1037.4,1634.3,1041.7,1733.1,1087.3,1702.0,1102.1,1728.4,1008.2,1640.8,1000.7,1648.4,1016.3,1692.9,1074.2,1725.6,1049.1,1639.1,1070.1,1698.2,1058.8,1691.5,1126.0,1760.8,1003.9,1634.0,1055.4,1694.7,1030.8,1641.7,1078.4,1737.1,1032.0,1682.7,1065.8,1671.7,1085.9,1706.6,1110.8,1746.8,1132.8,1786.7,1146.8,1728.0,1182.7,1794.2,1204.6,1832.2,1162.3,1788.6,1222.1,1845.5,1481.2,1795.1,1220.6,1822.2,1082.4,1733.5,1088.9,1749.6,1078.1,1725.8,1140.5,1783.6,1089.0,1735.5,1169.1,1773.8,1132.3,1765.1,1213.8,1834.4,1129.3,1774.4,1134.1,1768.5,1153.7,1793.7,1205.7,1883.5,1153.6,1800.8,1221.0,1856.3,1181.1,1807.1,1201.5,1846.4,1095.4
36,1446.3,799.3,1434.1,1237.4,1578.4,981.4,1608.8,910.8,1558.4,971.2,1637.9,1202.7,1867.3,1308.9,1956.1,1084.8,1756.3,1160.4,1803.7,1211.6,1931.7,1289.6,1969.9,1065.9,1725.9,1162.8,1776.1,1211.0,1874.5,1325.7,1945.6,1172.2,1828.2,1230.4,1905.0,1326.6,1984.2,1394.5,2038.4,1216.4,1872.7,1279.0,1915.4,1350.3,2013.5,1394.6,2112.2,1176.8,1827.1,1253.0,1876.0,1351.3,1974.4,1407.6,2385.7,1202.4,1839.6,1275.0,1915.3,1353.6,2026.9,1417.9,2096.8,1172.6,1820.5,1239.9,1879.5,1301.4,1977.3,1388.8,2039.5,1206.1,1851.6,1275.6,1887.5,1334.8,2007.3,1409.5,2102.4,1265.3,1890.6,1330.4,1980.7,1395.0,2043.2,1481.5,2178.8,1310.8,1949.9,1382.3,2018.2,1447.5,2098.2,1523.8,2169.7,1241.2,1881.4,1297.8,1939.2,1382.7,2047.6,1446.6,2113.7,1283.6,1914.3,1320.2,1985.6,1405.3,2112.4,1506.1,2165.8,1276.6,1918.2,1316.2,1989.4,1391.9,2051.3,1468.1,2179.8,1331.8,1982.4,1349.8,1982.5,1466.3,2109.1,1512.5,2229.3,1229.8
37,1481.1,824.0,1463.5,972.1,1661.8,1131.9,1826.4,985.8,1649.4,1150.8,1797.3,1125.7,1789.9,1288.2,1934.0,1073.1,1746.4,1233.8,2249.4,1110.8,1808.6,1248.8,1949.7,1092.5,1759.4,1235.3,1926.6,1116.9,1792.8,1273.0,1940.3,1131.6,1818.2,1271.9,1978.5,1214.0,1851.5,1298.6,2017.0,1192.0,1870.1,1306.1,2028.2,1233.5,1896.5,1334.8,2025.4,1130.7,1802.6,1293.5,1981.2,1211.7,1851.2,1342.9,2013.6,1181.6,1802.5,1333.7,2338.9,1251.4,1887.4,1351.4,2051.2,1141.2,1819.5,1300.0,1959.3,1196.1,1841.9,1291.6,2015.4,1155.2,1835.0,1338.7,2011.2,1229.2,1886.1,1345.9,2078.8,1221.4,1880.2,1389.2,2069.4,1261.2,1950.8,1377.7,2095.2,1299.5,1943.4,1472.9,2175.0,1346.9,2015.7,1462.4,2168.9,1219.3,1894.0,1378.8,2072.8,1252.8,1958.6,1347.6,2064.3,1246.1,1895.2,1387.5,2121.9,1306.0,1956.4,1446.3,2113.6,1282.0,1888.6,1361.2,2088.0,1278.2,1937.3,1386.0,2088.5,1301.9,1941.0,1425.5,2147.2,1343.9,1988.7,1436.6,2167.6,1199.2
38,1515.9,820.8,1518.1,984.9,1681.7,1121.6,1789.0,985.4,1680.2,1120.7,1823.0,1200.3,1830.4,1318.4,1972.0,1122.3,1789.5,1242.9,1925.7,1200.6,1854.5,1343.8,1967.5,1099.1,1826.2,1219.3,1939.1,1201.7,1887.7,1307.3,2270.9,1284.3,1952.5,1383.6,2088.8,1355.0,2029.0,1469.9,2139.2,1433.6,2121.9,1529.2,2257.6,1474.5,2189.5,1611.8,2291.4,1278.3,1974.6,1398.0,2113.8,1353.0,1992.5,1496.4,2178.1,1423.2,2109.2,1542.1,2252.4,1498.6,2213.2,1645.1,2323.1,1285.9,1962.8,1414.2,2079.3,1343.0,2036.6,1464.0,2160.7,1407.3,2129.9,1544.4,2271.4,1501.1,2162.3,1637.5,2325.4,1390.0,2038.9,1511.2,2192.9,1487.8,2175.2,1585.3,2272.1,1574.3,2240.7,1679.2,2362.3,1621.3,2349.1,1769.0,2732.5,1370.8,2032.7,1510.7,2161.2,1760.1,2131.6,1545.5,2266.8,1505.5,2219.0,1651.4,2340.8,1551.4,2255.3,1727.6,2401.6,1390.3,2057.6,1499.2,2190.4,1465.1,2186.5,1564.7,2274.7,1555.8,2261.9,1647.2,2396.5,1665.0,2330.4,1726.7,2459.9,1393.7
39,1556.9,843.2,1559.6,1001.5,1716.3,1161.9,1862.3,1027.6,1720.9,1171.3,1892.4,1157.6,1860.7,1289.4,1982.4,1098.2,2094.8,1264.7,1968.7,1136.0,1840.1,1304.9,2009.9,1116.4,1806.5,1274.6,1982.3,1153.6,1826.7,1265.3,1994.1,1168.0,1870.7,1328.8,2077.5,1200.9,2207.1,1352.2,2068.7,1192.9,2239.2,1350.2,2081.0,1242.3,1937.8,1382.3,2071.3,1160.8,1865.2,1337.4,2044.3,1220.7,1903.1,1361.2,2101.3,1189.3,1884.4,1363.3,2075.7,1255.7,1950.6,1379.5,2082.9,1181.8,1862.2,1358.2,2061.8,1198.1,1916.5,1344.3,2081.5,1192.7,1908.1,1364.4,2077.3,1251.7,1978.4,1378.2,2120.6,1258.1,1964.0,1433.4,2180.3,1297.6,2023.9,1454.7,2214.3,1331.1,2034.2,1465.2,2219.9,1396.8,2063.9,1498.4,2216.2,1254.0,1947.0,1448.5,2150.0,1293.6,1957.9,1405.6,2137.6,1287.8,1990.6,1394.7,2183.4,1335.7,2061.9,1471.8,2167.3,1240.1,1963.6,1437.2,2123.0,1327.8,2029.5,1484.8,2189.9,1324.0,2030.5,1467.3,2185.0,1378.0,2093.0,1482.3,2234.1,1273.5
40,1582.5,847.1,1892.1,964.1,1691.4,1022.2,1739.9,969.4,1689.9,1038.4,1728.2,1293.9,2033.9,1351.4,2104.3,1171.9,1879.9,1204.4,1921.2,1294.6,2027.0,1688.0,2085.7,1136.5,1863.0,1220.8,1925.9,1300.1,2031.6,1352.9,2101.8,1224.6,1945.9,1298.5,2012.7,1369.4,2116.3,1450.5,2202.4,1286.2,1996.5,1321.3,2019.0,1401.8,2434.1,1508.3,2202.2,1211.5,1941.5,1308.3,2012.7,1379.4,2093.1,1459.8,2170.5,1280.6,1971.0,1324.8,2021.4,1409.3,2154.7,1476.7,2257.0,1250.4,1951.0,1316.6,2017.5,1379.7,2097.7,1448.9,2201.6,1304.0,1973.6,1341.3,2028.9,1417.5,2174.8,1504.4,2213.6,1382.0,2039.5,1430.7,2086.0,1447.1,2550.7,1548.3,2294.6,1386.5,2093.6,1407.4,2131.9,1541.2,2245.8,1544.3,2276.8,1275.0,1986.3,1405.9,2064.2,1450.9,2180.1,1521.3,2288.5,1352.7,2062.8,1696.3,2105.1,1461.1,2191.0,1576.9,2272.7,1315.0,2040.3,1383.8,2092.4,1457.9,2172.0,1558.1,2288.3,1375.5,2073.5,1437.6,2130.4,1489.4,2228.6,1555.8,2315.9,1308.9
41,1642.4,879.7,1625.1,948.6,1682.4,1006.4,1725.8,940.6,1706.0,1011.5,1709.5,1069.3,1818.2,1090.8,1814.1,1018.2,1775.3,1051.3,1770.8,1068.1,1776.4,1090.4,1827.2,1049.0,1752.3,1049.1,1799.2,1102.1,1781.6,1090.8,1823.5,1111.6,1822.0,1134.4,1837.8,1116.6,1849.8,1200.6,1902.7,1140.7,1884.5,1159.6,1857.9,1156.0,1885.1,1239.8,1944.2,1121.3,1845.0,1133.3,1835.2,1135.5,1906.1,1191.9,1910.4,1170.6,1839.4,1167.2,1932.7,1191.6,1923.2,1242.5,1951.5,1088.3,1830.7,1120.5,1849.3,1154.0,1855.8,1170.8,1932.8,1152.4,1863.0,1177.3,1902.1,1202.0,1913.8,1219.9,1928.0,1219.4,1963.6,1263.1,1942.1,1218.4,1983.7,1302.6,2030.9,1261.0,1992.4,1304.7,2042.8,1292.7,2035.8,1336.6,2012.5,1174.7,1916.6,1230.0,1930.7,1220.1,1953.8,1255.7,1982.4,1203.4,1963.9,1246.4,1982.9,1283.1,1973.8,1297.5,2009.6,1202.3,1951.3,1254.0,2274.3,1238.3,1987.6,1283.8,2042.7,1267.6,1983.1,1286.3,2013.5,1288.9,2050.6,1336.4,2072.2,1171.3
42,1652.2,879.2,1648.3,957.5,1729.6,1304.5,1718.7,970.6,1697.5,989.6,1755.8,1058.1,1818.3,1107.6,1834.8,1033.9,1759.3,1086.5,1806.4,1068.6,1817.4,1118.4,1826.8,1035.4,1785.3,1062.5,1828.8,1062.5,1793.2,1109.9,1847.4,1112.8,1862.3,1147.1,1868.6,1109.4,1857.1,1209.9,1940.7,1123.9,1902.2,1148.5,1898.2,1178.4,1923.8,1215.4,2010.3,1110.8,1857.9,1119.5,1860.8,1126.1,1884.4,1180.8,1951.1,1128.1,1863.5,1141.6,1920.2,1176.5,1967.4,1216.8,1950.8,1128.0,1866.0,1111.4,1885.6,1141.7,1880.5,1202.4,1940.4,1136.4,1853.2,1168.3,1901.9,1176.4,1921.2,1215.0,1958.0,1237.2,2005.9,1238.1,1975.5,1233.1,2029.3,1299.8,2052.0,1254.9,1974.0,1308.5,2067.3,1289.7,2035.5,1327.0,2046.3,1175.4,1939.0,1227.6,1956.7,1201.0,1969.4,1272.1,1994.6,1206.5,1949.5,1252.6,2016.4,1259.8,2015.6,1311.8,2045.7,1242.6,1980.3,1219.4,1988.9,1228.9,2001.6,1292.8,2054.0,1250.9,2009.4,1294.9,2053.2,1287.7,2034.8,1328.9,2047.2,1184.4
43,1667.5,905.1,1673.5,1005.7,1768.5,1083.7,1845.8,1009.1,1786.3,1100.0,1836.5,1328.8,2089.8,1394.3,2151.8,1182.5,1952.7,1256.4,1991.1,1326.8,2120.0,1390.6,2222.7,1178.4,1960.1,1246.4,2039.7,1342.5,2065.9,1409.8,2185.0,1281.3,2063.0,1339.4,2085.1,1430.4,2182.8,1511.9,2271.2,1314.6,2128.3,1697.0,2083.8,1422.4,2218.9,1524.3,2312.6,1267.5,2043.9,1372.4,2075.9,1461.6,2209.9,1480.4,2282.9,1319.6,2055.5,1375.6,2161.6,1447.3,2230.2,1504.1,2311.5,1276.5,2039.7,1376.4,2085.0,1424.7,2178.8,1500.9,2280.7,1318.9,2070.3,1358.8,2127.3,1426.2,2214.0,1509.1,2288.5,1384.0,2135.6,1456.4,2199.9,1491.8,2286.9,1593.9,2383.9,1410.1,2168.4,1429.7,2195.9,1567.8,2336.5,1636.9,2408.5,1357.9,2106.9,1411.5,2147.7,1480.8,2268.1,1561.1,2350.7,1418.3,2155.4,1436.3,2513.0,1485.3,2318.1,1603.4,2406.4,1383.3,2119.6,1432.3,2204.0,1481.9,2294.0,1589.3,2360.7,1397.7,2192.1,1454.8,2235.1,1563.8,2328.0,1667.2,2381.7,1354.9
44,1698.7,922.1,1692.9,1083.8,1861.2,1253.2,2038.8,1074.9,1867.2,1222.8,2034.1,1257.1,2445.2,1350.7,2163.5,1172.6,1944.5,1339.2,2125.8,1231.9,2022.1,1355.6,2148.3,1175.0,1960.5,1321.2,2144.0,1239.3,2021.0,1350.4,2174.3,1243.8,1999.4,1409.5,2209.7,1313.3,2091.0,1389.1,2190.6,1283.6,2059.3,1435.2,2269.0,1334.5,2110.1,1457.9,2258.2,1244.6,2009.2,1726.4,2204.8,1326.6,2075.5,1414.4,2242.2,1269.7,2061.0,1429.6,2239.6,1327.0,2088.6,1460.3,2249.2,1256.8,2023.3,1435.8,2189.4,1331.0,2075.8,1422.2,2217.3,1277.1,2026.1,1419.3,2236.2,1301.1,2102.8,1421.2,2249.8,1333.8,2109.7,1525.7,2315.6,1368.8,2165.0,1515.5,2321.7,1410.2,2170.8,1517.4,2359.0,1430.9,2215.9,1577.8,2352.1,1343.6,2125.0,1475.7,2296.2,1346.6,2134.9,1470.9,2299.4,1363.4,2122.4,1502.5,2311.2,1696.1,2182.5,1532.0,2333.4,1355.3,2112.5,1472.8,2292.7,1366.8,2172.6,1505.4,2281.0,1376.9,2174.3,1541.0,2375.2,1436.9,2217.4,1560.9,2369.2,1321.6
45,1765.2,960.0,1767.8,1081.8,1866.7,1229.9,1989.7,1098.9,1877.8,1259.7,2022.5,1296.6,2053.4,1398.5,2205.5,1218.0,2010.2,1355.5,2118.7,1274.6,2045.0,1420.2,2214.8,1210.9,2359.7,1321.8,2115.3,1289.4,2046.2,1403.4,2195.3,1383.3,2182.4,1509.6,2305.5,1449.5,2233.1,1562.2,2699.0,1560.3,2332.6,1685.8,2486.8,1565.9,2403.9,1745.9,2527.9,1373.0,2189.6,1553.0,2311.2,1503.1,2232.9,1589.4,2386.8,1529.1,2350.5,1637.0,2499.3,1568.5,2424.7,1748.5,2561.9,1397.5,2174.3,1559.2,2306.8,1440.4,2248.7,1589.9,2363.5,1506.3,2357.3,1635.0,2463.1,1573.4,2412.2,1739.6,2534.0,1496.4,2300.6,1654.0,2434.2,1582.8,2379.0,1700.8,2523.0,1658.8,2457.1,1773.3,2579.7,1727.6,2584.7,1843.6,2641.4,1493.1,2282.1,1598.7,2415.9,1549.2,2313.0,1664.5,2464.1,1660.2,2438.6,1749.6,2592.8,1668.4,2493.8,1779.9,2622.7,1498.5,2289.2,1616.5,2412.0,1585.4,2380.1,1722.5,2498.8,1639.6,2478.1,1764.5,2605.6,1718.9,2842.4,1858.2,3007.6,1482.0
46,1772.8,953.6,1760.4,1113.8,1927.9,1259.8,2077.9,1121.4,1947.7,1271.3,2092.5,1260.1,2057.3,1366.9,2220.7,1205.8,2019.7,1389.9,2201.2,1249.0,2054.5,1360.7,2229.2,1188.1,2048.1,1357.3,2220.7,1240.8,2069.2,1369.7,2224.8,1270.3,2084.2,1456.0,2298.8,1334.7,2131.9,1482.4,2308.9,1314.7,2138.0,1452.2,2302.6,1365.6,2207.6,1476.9,2304.2,1259.6,2083.1,1454.9,2312.3,1336.7,2118.5,1465.9,2301.9,1315.8,2147.1,1458.0,2319.5,1350.7,2197.3,1851.7,2333.2,1280.6,2096.6,1430.5,2268.2,1317.8,2430.0,1469.9,2289.5,1316.9,2124.3,1456.3,2288.9,1348.7,2201.0,1484.0,2318.4,1365.1,2156.5,1524.7,2379.3,1442.2,2244.8,1564.2,2389.8,1439.0,2226.8,1585.0,2406.8,1501.4,2313.5,1597.2,2466.1,1359.7,2186.7,1570.4,2366.9,1378.3,2201.7,1547.9,2350.3,1383.9,2191.9,1541.6,2346.3,1442.5,2260.0,1555.6,2427.9,1383.0,2183.0,1523.0,2349.4,1450.8,2551.9,1555.8,2409.8,1428.5,2243.8,1555.6,2434.8,1490.1,2310.6,1585.4,2440.5,1346.4
47,1811.8,981.3,1796.4,1054.1,1890.6,1128.3,1987.2,1069.6,1926.9,1153.7,1964.6,1397.9,2246.7,1451.5,2307.4,1273.8,2108.5,1340.0,2133.4,1379.0,2231.2,1452.3,2339.7,1265.9,2086.6,1324.2,2139.9,1402.5,2242.0,1426.8,2316.7,1332.3,2181.1,1395.8,2229.3,1488.5,2311.3,1562.3,2406.3,1377.5,2201.1,1417.0,2563.9,1534.5,2378.1,1593.3,2435.2,1310.2,2179.1,1397.2,2223.2,1483.1,2309.5,1845.2,2435.8,1384.8,2216.9,1414.0,2249.9,1501.8,2362.8,1577.0,2424.8,1340.3,2174.4,1388.4,2233.4,1444.1,2315.1,1569.6,2423.2,1363.4,2220.6,1444.1,2238.5,1482.3,2385.2,1553.0,2450.1,1459.0,2257.5,1472.5,2334.9,1576.7,2445.4,1656.1,2523.1,1470.4,2314.2,1528.4,2346.9,1645.1,2468.1,1659.6,2545.5,1389.8,2239.8,1475.5,2280.1,1539.9,2395.7,1613.3,2486.6,1453.7,2271.9,1466.5,2318.0,1556.7,2425.4,1644.5,2496.0,1455.3,2278.2,1495.8,2331.6,1564.9,2425.9,1651.6,2526.6,1505.3,2315.4,1514.8,2359.8,1586.9,2485.0,1685.4,2509.7,1407.7
48,2164.0,977.8,1828.3,1064.8,1885.8,1130.6,1945.2,1054.5,1918.4,1102.3,1927.5,1164.6,2004.6,1203.0,2039.8,1132.7,1986.7,1174.7,2019.0,1156.4,1992.7,1215.8,2048.1,1152.0,1974.8,1180.5,1988.0,1163.4,2014.2,1182.9,2047.5,1215.9,2065.2,1238.4,2076.1,1272.0,2063.8,1287.4,2123.8,1240.2,2092.5,1238.1,2073.0,1295.8,2141.3,1321.5,2156.6,1496.4,2055.6,1228.9,2089.6,1227.1,2084.0,1337.1,2158.7,1256.8,2083.9,1265.1,2097.5,1271.3,2139.5,1324.4,2159.6,1227.2,2080.5,1215.9,2060.8,1235.2,2091.8,1299.6,2139.2,1229.6,2067.2,1272.2,2107.9,1299.7,2135.6,1284.1,2168.9,1319.0,2181.2,1326.0,2160.8,1337.5,2182.1,1419.7,2253.0,1368.3,2234.4,1402.1,2237.9,1433.1,2249.4,1401.3,2253.4,1276.8,2159.0,1316.7,2157.8,1313.6,2152.6,1363.2,2195.5,1329.0,2157.3,1334.3,2181.0,1388.3,2195.6,1404.3,2222.7,1356.2,2169.6,1328.2,2164.2,1340.1,2169.2,1418.6,2295.4,1355.9,2188.8,1389.3,2226.6,1395.7,2217.9,1418.6,2246.9,1265.1
49,1864.1,993.6,1869.7,1053.6,1913.1,1071.5,1965.6,1080.3,1940.8,1115.8,1959.2,1183.4,2006.3,1180.6,2068.2,1122.1,1989.8,1150.4,2029.4,1156.8,2032.7,1193.2,2061.1,1124.0,1990.1,1179.5,2034.6,1194.9,2048.1,1188.8,2049.4,1223.2,2381.2,1240.7,2094.4,1262.7,2096.9,1295.6,2128.9,1263.1,2081.2,1237.2,2149.3,1281.3,2139.3,1343.9,2188.6,1224.2,2074.7,1263.7,2104.6,1274.8,2065.4,1303.3,2147.9,1235.0,2084.6,1251.5,2136.5,1285.8,2134.7,1322.8,2173.2,1202.1,2097.3,1226.1,2093.7,1234.6,2115.5,1338.0,2150.1,1221.2,2125.5,1270.1,2123.0,1281.7,2134.0,1298.9,2201.9,1329.4,2218.2,1324.0,2178.7,1357.4,2239.1,1423.0,2270.4,1342.6,2205.2,1387.4,2276.5,1414.4,2250.1,1420.6,2260.5,1303.9,2155.7,1314.1,2179.5,1324.7,2157.1,1358.8,2211.6,1297.0,2157.7,1354.3,2195.3,1397.6,2220.0,1399.7,2249.5,1392.1,2199.1,1322.9,2182.5,1357.9,2228.2,1410.6,2275.3,1352.6,2269.3,1409.7,2273.1,1406.4,2227.7,1409.0,2266.3,1270.2
50,1901.1,998.4,1906.3,1118.1,1993.1,1208.1,2063.6,1105.3,2014.7,1192.3,2065.5,1449.2,2312.9,1506.7,2397.1,1293.6,2152.5,1337.5,2208.3,1454.6,2346.2,1484.2,2409.0,1286.6,2201.7,1334.4,2247.3,1424.5,2326.4,1513.3,2414.0,1384.7,2248.5,1456.2,2318.3,1502.6,2383.6,1603.3,2486.8,1434.2,2304.8,1452.9,2341.2,1579.4,2445.3,1679.6,2540.6,1384.6,2277.7,1479.9,2329.0,1522.2,2407.0,1599.1,2818.0,1425.2,2290.6,1458.1,2338.7,1558.7,2489.9,1649.9,2561.8,1387.7,2243.2,1444.7,2312.3,1499.3,2397.6,1640.6,2500.4,1387.7,2311.8,1504.9,2318.2,1529.2,2462.4,1892.1,2516.1,1473.5,2387.6,1526.6,2414.5,1593.3,2495.5,1710.2,2606.8,1507.2,2400.5,1535.6,2450.2,1689.8,2551.5,1739.4,2591.7,1445.2,2300.1,1502.1,2365.9,1592.6,2480.9,1668.3,2548.8,1477.2,2381.1,1514.1,2401.8,1606.9,2496.0,1663.3,2620.2,1486.1,2363.9,1534.1,2407.0,1588.2,2511.5,1725.9,2611.8,1509.2,2402.3,1547.8,2428.8,1691.0,2565.5,1723.0,2646.1,1416.0
51,1939.7,1012.2,1938.5,1174.7,2082.9,1336.9,2530.9,1212.0,2129.0,1641.6,2261.9,1344.7,2222.2,1446.6,2371.3,1299.5,2196.6,1442.9,2347.6,1332.4,2226.4,1449.9,2383.9,1277.1,2181.8,1414.6,2335.8,1348.7,2255.9,1439.0,2398.5,1344.1,2262.3,1492.0,2449.8,1415.5,2287.6,1528.5,2428.9,1409.8,2279.9,1507.3,2457.6,1438.8,2318.6,1575.3,2459.9,1344.8,2233.3,1520.4,2420.1,1400.1,2279.7,1579.9,2470.2,1383.3,2291.8,1512.9,2750.9,1443.8,2367.2,1540.9,2472.0,1331.4,2226.8,1485.7,2431.5,1387.2,2287.2,1521.7,2449.1,1355.0,2277.2,1527.5,2450.3,1443.6,2354.4,1555.8,2469.5,1449.6,2347.6,1593.6,2541.2,1529.9,2383.7,1605.3,2520.9,1520.4,2387.7,1650.0,2609.3,1537.8,2733.4,1653.0,2592.7,1423.0,2317.1,1578.8,2495.0,1459.3,2367.1,1581.5,2488.0,1450.5,2350.3,1607.5,2535.1,1498.5,2403.0,1651.8,2558.1,1448.1,2349.7,1631.2,2513.4,1516.2,2396.7,1591.5,2523.0,1529.5,2376.7,1651.3,2578.5,1551.0,2422.2,1653.7,2571.9,1403.1
52,1969.8,1051.6,1982.7,1198.7,2110.6,1341.8,2215.1,1176.2,2110.0,1368.5,2246.7,1399.8,2285.4,1503.4,2402.3,1321.0,2217.3,1437.1,2354.3,1397.9,2270.2,1522.5,2437.1,1314.3,2232.3,1713.7,2334.2,1395.9,2269.2,1483.4,2718.3,1480.2,2411.4,1603.8,2539.5,1567.5,2463.4,1686.1,2580.5,1693.1,2572.3,1747.5,2689.7,1693.0,2631.9,1834.8,2762.2,1508.2,2404.3,1607.3,2498.2,1540.2,2443.8,1699.6,2604.3,1667.5,2548.3,1775.5,2671.3,1713.0,2647.7,1821.4,2757.9,1500.0,2437.0,1587.7,2539.0,1564.6,2463.0,1663.8,2588.7,1609.4,2568.5,2026.1,2669.1,1695.5,2622.8,1831.5,2722.5,1603.1,2515.5,1737.4,2651.8,2012.8,2602.6,1837.2,2703.5,1753.1,2689.2,1857.5,2817.9,1863.4,2761.6,2293.6,2919.7,1582.0,2489.1,1724.1,2618.0,1648.1,2593.7,1780.6,2662.8,1725.6,2657.4,1852.6,2793.5,1777.2,2715.2,1923.0,2858.8,1589.6,2520.1,1720.6,2654.2,1697.6,2599.7,1801.7,2701.4,1752.8,3098.0,1851.6,2821.7,1835.0,2752.3,1980.6,2869.2,1568.1
53,2004.1,1041.2,1992.3,1231.2,2162.2,1382.7,2334.0,1216.0,2125.6,1411.1,2326.3,1386.9,2287.5,1489.1,2429.7,1313.1,2244.5,1457.5,2415.5,1344.8,2288.3,1484.0,2467.4,1303.3,2246.8,1478.6,2418.4,1352.0,2280.0,1479.1,2441.6,1378.5,2307.9,1565.6,2527.6,1426.0,2640.3,1567.2,2484.7,1417.4,2653.8,1555.5,2531.4,1451.0,2385.4,1612.3,2520.7,1373.2,2299.4,1537.8,2485.4,1401.1,2333.5,1588.5,2539.0,1413.6,2337.8,1587.8,2512.0,1450.0,2426.4,1572.1,2507.8,1368.9,2312.4,1568.2,2492.7,1443.6,2348.6,1565.5,2530.6,1432.6,2357.0,1555.7,2516.8,1474.5,2412.1,1559.4,2526.9,1477.0,2384.6,1662.7,2583.2,1525.1,2424.2,1671.9,2616.0,1521.4,2458.2,1664.6,2640.4,1596.7,2518.7,1729.5,2662.2,1460.0,2387.3,1636.6,2545.3,1477.8,2409.4,1600.9,2573.6,1476.0,2431.4,1600.7,2558.3,1548.4,2463.1,1637.4,2623.1,1464.2,2409.2,1931.2,2584.9,1531.0,2485.3,1665.9,2614.1,1531.2,2463.0,1659.8,2659.5,1558.6,2527.1,1696.6,2643.9,1468.6
