"x"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",1
"9",8
"10",9
"11",1
"12",10
"13",1
"14",4
"15",1
"16",8
"17",10
"18",10
"19",8
"20",4
"21",9
"22",8
"23",6
"24",4
"25",9
"26",10
"27",8
"28",10
"29",9
"30",1
"31",8
"32",1
"33",11
"34",9
"35",1
"36",11
"37",11
"38",10
"39",4
"40",8
"41",12
"42",8
"43",10
"44",8
"45",13
"46",10
"47",1
"48",8
"49",10
"50",8
"51",10
"52",9
"53",11
"54",8
"55",1
"56",1
"57",8
"58",8
"59",1
"60",10
"61",9
"62",1
"63",8
"64",13
"65",4
"66",1
"67",6
"68",11
"69",11
"70",10
"71",1
"72",8
"73",11
"74",1
"75",8
"76",8
"77",11
"78",13
"79",8
"80",11
"81",13
"82",1
"83",12
"84",10
"85",1
"86",8
"87",6
"88",8
"89",9
"90",12
"91",11
"92",12
"93",4
"94",8
"95",9
"96",1
"97",9
"98",12
"99",4
"100",1
"101",14
"102",1
"103",9
"104",1
"105",9
"106",1
"107",9
"108",10
"109",11
"110",11
"111",1
"112",8
"113",11
"114",1
"115",11
"116",1
"117",1
"118",1
"119",13
"120",1
"121",10
"122",1
"123",8
"124",1
"125",11
"126",12
"127",10
"128",8
"129",1
"130",11
"131",1
"132",8
"133",9
"134",8
"135",4
"136",9
"137",9
"138",1
"139",11
"140",4
"141",8
"142",4
"143",9
"144",11
"145",4
"146",8
"147",10
"148",1
"149",11
"150",4
"151",8
"152",1
"153",4
"154",11
"155",8
"156",1
"157",10
"158",6
"159",1
"160",8
"161",8
"162",4
"163",4
"164",8
"165",10
"166",12
"167",8
"168",4
"169",8
"170",10
"171",9
"172",4
"173",8
"174",10
"175",8
"176",9
"177",3
"178",1
"179",9
"180",6
"181",12
"182",4
"183",8
"184",1
"185",13
"186",11
"187",14
"188",8
"189",13
"190",12
"191",12
"192",8
"193",1
"194",4
"195",8
"196",11
"197",1
"198",8
"199",13
"200",10
"201",11
"202",9
"203",1
"204",8
"205",12
"206",1
"207",1
"208",1
"209",13
"210",13
"211",11
"212",12
"213",6
"214",8
"215",8
"216",1
"217",9
"218",1
"219",8
"220",10
"221",12
"222",8
"223",9
"224",8
"225",11
"226",13
"227",11
"228",9
"229",13
"230",11
"231",10
"232",12
"233",1
"234",8
"235",8
"236",10
"237",1
"238",1
"239",1
"240",9
"241",1
"242",12
"243",1
"244",12
"245",8
"246",1
"247",8
"248",10
"249",10
"250",11
"251",12
"252",9
"253",8
"254",1
"255",9
"256",6
"257",9
"258",10
"259",1
"260",9
"261",1
"262",8
"263",12
"264",1
"265",8
"266",12
"267",13
"268",10
"269",11
"270",9
"271",8
"272",1
"273",11
"274",8
"275",10
"276",13
"277",9
"278",3
"279",10
"280",1
"281",13
"282",8
"283",9
"284",1
"285",1
"286",10
"287",1
"288",13
"289",9
"290",9
"291",11
"292",8
"293",4
"294",1
"295",1
"296",1
"297",1
"298",10
"299",13
"300",12
"301",12
"302",9
"303",4
"304",10
"305",11
"306",12
"307",1
"308",13
"309",10
"310",8
"311",12
"312",1
"313",8
"314",1
"315",8
"316",8
"317",8
"318",12
"319",1
"320",1
"321",10
"322",6
"323",1
"324",9
"325",1
"326",9
"327",6
"328",13
"329",8
"330",9
"331",11
"332",1
"333",1
"334",10
"335",13
"336",10
"337",4
"338",12
"339",9
"340",8
"341",11
"342",10
"343",11
"344",4
"345",8
"346",14
"347",9
"348",10
"349",1
"350",10
"351",1
"352",8
"353",10
"354",8
"355",10
"356",9
"357",9
"358",8
"359",10
"360",14
"361",8
"362",1
"363",12
"364",1
"365",9
"366",9
"367",4
"368",1
"369",9
"370",1
"371",8
"372",8
"373",9
"374",11
"375",11
"376",8
"377",14
"378",11
"379",10
"380",13
"381",10
"382",10
"383",8
"384",10
"385",9
"386",13
"387",12
"388",10
"389",4
"390",8
"391",1
"392",8
"393",1
"394",10
"395",8
"396",12
"397",9
"398",9
"399",8
"400",12
"401",12
"402",8
"403",4
"404",8
"405",8
"406",13
"407",1
"408",8
"409",1
"410",1
"411",8
"412",4
"413",9
"414",10
"415",12
"416",12
"417",8
"418",8
"419",9
"420",6
"421",11
"422",1
"423",8
"424",14
"425",1
"426",10
"427",10
"428",1
"429",10
"430",9
"431",11
"432",1
"433",14
"434",1
"435",12
"436",11
"437",1
"438",13
"439",8
"440",4
"441",14
"442",13
"443",13
"444",13
"445",13
"446",13
"447",2
"448",2
"449",2
"450",2
"451",2
"452",3
"453",3
"454",3
"455",3
"456",3
"457",4
"458",4
"459",4
"460",4
"461",4
"462",5
"463",5
"464",5
"465",5
"466",5
"467",6
"468",6
"469",6
"470",6
"471",6
"472",7
"473",7
"474",7
"475",7
"476",7
